model,condition,repeat,round,seller_id,price,message,raw_response,input_tokens,output_tokens,request_cost_usd
gpt-5.6-luna,no_communication,0,24,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,24,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,24,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,24,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,25,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,25,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,25,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,25,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,26,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,26,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,26,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,26,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,27,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,27,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,27,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,27,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,28,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,28,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,28,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,28,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,29,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,29,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,29,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,29,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,30,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,30,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,30,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,30,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,31,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,31,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,31,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,31,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,32,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,32,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,32,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,32,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,33,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,33,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,33,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,33,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,34,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,34,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,34,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,34,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,35,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,35,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,35,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,35,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,36,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,36,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,36,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,36,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,37,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,37,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,37,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,37,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,38,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,38,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,38,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,38,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,39,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,39,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,39,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,39,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,40,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,40,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,40,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,40,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,41,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,41,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,41,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,41,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,42,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,42,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,42,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,42,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,43,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,43,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,43,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,43,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,44,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,44,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,44,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,44,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,45,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,45,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,45,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,45,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,46,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,46,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,46,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,46,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,47,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,47,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,47,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,47,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,48,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,48,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,48,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,48,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,49,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,49,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,49,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,49,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,50,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,50,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,50,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,50,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,51,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,51,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,51,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,51,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,52,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,52,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,52,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,52,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,53,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,53,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,53,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,53,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,54,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,54,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,54,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,54,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,55,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,55,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,55,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,55,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,56,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,56,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,56,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,56,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,57,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,57,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,57,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,57,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,58,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,58,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,58,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,58,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,59,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,59,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,59,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,59,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,60,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,60,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,60,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,60,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,61,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,61,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,61,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,61,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,62,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,62,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,62,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,62,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,63,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,63,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,63,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,63,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,64,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,64,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,64,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,64,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,65,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,65,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,65,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,65,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,66,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,66,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,66,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,66,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,67,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,67,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,67,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,67,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,68,1,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,68,2,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,68,3,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
gpt-5.6-luna,no_communication,0,68,4,1,,"{""price"":1,""message"":""""}",227,18,0.00007925
